event_id,device_id,device_hw_form,device_hw_proc,device_hw_ram,device_hw_display,device_hw_video,device_os_name,device_os_version,device_type,product_name
1.50E+19,E24D4CE8DBC2A1252B75BDE4E12B70C355BFD12224DD99A5992FB5BF3D065BD2&77212671BB45E7B30C02620FFF44BF29074E98F2C623FA08D3744721DA4B8CC2&1B00D5D0F662D22676DB5740406635BAD86E063177004636018B49C968E0CB55,Desktop,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB 4293918730,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACDLT2018
9.73E+18,A5BC7C905C25886BBD799CAC96AFF2B845A1752CB224AB18021413E98AD6FC15&FEA61EB2E032358A3BE91AEAC82750EF1DA2FACCA7BB7642D50B38A5708A652D&E29111095963E9AB61175EFDB50FBF7DCD9C943F609DCF20885527A249A47331,Slate,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB 2147483648,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACDLT2018
1.73E+19,08CA53F2CE27DFB061BF80CE14E831DFB863692738127A95529E143EDEB8E98B&363A54B27EB3982E10DA9EEA4B6381D242A9B8ECC6B68033F89C8B195EEC1E4A&F6931CF1F1C5B1CF7FC96FF8E5E0C8F80A78F182D08DD9510AC561BC1BAC4CB0,Slate,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,4GB 1073741824,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACD2018
1.47E+19,A09CEA79AA18A232D6375F62AB4131462CF91E9EDE418D5807CE69731FF422B2&70CE7DFD1A27731A4C4391FFCBC95FC56E46D03AB0B82E0F6F30A0663BE94257&D550C077D09FEA608656BC84413E10069C36F5D71E96FE2457FF7C6641E890D3,Desktop,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,8GB 4293918720,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACD2018
7.05E+18,9BB24E6F7AA34C814E44E7BC7CE8D499581823364E412923A72CA33F9D1C7DE1&22148C04FC4315F318BACFB2490A2B30161CB1F1ED78CEED8205529500D0BA57&83E721F089D5ACAAC721C6F3B84F2D333F7FBFEE55327F862DBF3645DBFAFFE5,,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,8GB,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACD2017
1.82E+19,640E8BCCE5593F93E5E9E05F7BCED01CF613FDA8675DEBCDD9077F6F5284675D&096D7D0FE4B08C3EB6357D76E6DF454346B6958D143BEB3A0293A3C367567AE9&3D1073A7B72939FC24FDFF71163A2E3B8B2CAB048D3AB99888157390A3A2CC89,Slate,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB 1073741824,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACDLT2018
1.26E+19,398690F61812BAF04FECFBD6F7E64F29E98D8297F5D34A1A217D4B1CF68DB4CB&EDD7DAE05418FFED08B0DBDBD5934FA3D512CDC21F4C26E3B8672C2325948FB7&634EF53DA152BB5ECE1E7DF0600B813695B6548DE75E9AACCDD42CCA86328912,,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACD2017
1.80E+19,202D0B94F4C19C7C5E193C0D4C43BB505A7416F444C92952FC7223A1A316225F&E79F353283BD7C968122D896D724377B698CDF2734F2840B6449380B58237CF7&96B74CCD3D7D3FF3FE3E85C18D1A1A71430A9D2A1B550459D201CA278815C8F9,,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,8GB,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACD2017
1.15E+19,CBA52152A5E2CB233C019D6666EDC59432D498199BE238DF954DBBD727B237CB&357679BACE05EDFEFF5100719F18DE79A9F6239E1056D209CC83C389FAAA0A97&0DA99732D38A7294703C76CD300F7952304F799DB8894DEE7C4803747EFF7728,Slate,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,8GB,1920x1080,NVIDIA GeForce GT 620,Microsoft Windows 10 Pro,10.0.15063  Build 15063,,ACD2018
5.77E+18,1F8861C95534FAA5FB503F3E9B3295D3FAC71CD1E97B59259145EB2FE8088B6E&FAAF34C6463E236D9CE2921FB3ECE7BBC07934A0E169301F72E59B2F5D8823C0&B645362BCB0E85808BC663347B804D85EF58987E81DB17A3456A9BDB7E917ADD,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 32",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15063,,ACD2017
1.15E+19,3BEFABAEB35F118FF9077690293083514487CCAA0F7D72AC98B733FE47CDE08A&15636E5474E3B1DFF6F41461BC51F3F93C91F9D7AF90F170A371ABDB0B062209&E8A44849CFB4D097FE58218E6FC7AFB9A8120E9EBD0A91A3C92142D62A241E72,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 33",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15063,,ACD2017
7.93E+17,61FC95101F59F892F8DD82C2B2FF69226472E7493CEDEB1AC62A82E80F8AAE2F&7CDB106A2FFAE509386DF4031801F0A9E60ED907BFDE9C2FF33F45E99776EDAD&AECED2F1B6DB9906AA473F3A9767A31CD57D13AAA9AF990242397C62C0F8AAA1,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 34",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15063,,ACD2017
1.58E+19,83373B1F7DAA514CF2FAF61FD7D8F819DBCEE9E752CAD35D7E65616A129B5B11&6C2914E0A7130F781B89E0BF6A5925B28C60F7567AC0B792FDA3D30410A79FB5&0BC982FBB5A0A47686481581F314DEA83CDAC1BC3C092311CCEF8544A808072F,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 35",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15064,,ACD2017
1.27E+19,37FFB04117AE9DBA08F0751CD27CF264D1D30AC79F97F977DD99CDB04573EF4A&5EBFC216020FA628E408D8E7C8FDB2A005B8DBEAB9ABDF2F3BA3C5DB7320DCA2&99EBFE0C0F1FA7A48462C93259DACC456E3C56EF769B2C00A6744A1C418634DB,Desktop,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 36",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15065,,ACD2018
1.80E+19,B37E173C74F02BB7E4F8CEF7A43205E5FA58D5EE801FB18C062602F7603FF436&63823B8D1576ECE60502695AF99D44A2EA079FD7F22FCB7C8F033FCFC3D9E040&C836ED3E9F052D1D274C6056D4AAD3733C5C54746114D98810426A36AE04B69C,Desktop,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 37",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15066,,ACD2018
1.38E+19,A4FA221DF5DF1DA752ACFCF4AAB766B5713B05A24DD4927EF173AFE0B62FFF06&9533556590665D822227590BECE2D9213CFAD734505A8C817A1FCAF9324981CB&B5B28E796A54717DA8D421B0E8D68CF549533065D0188D9C9B0F25F5415B5DED,Slate,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 38",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15067,,ACD2018
1.53E+19,A13AAE3998F96D8F5D53094A699F650AC38B3662F61A1E7852E02CB2472156B1&A02282DEC94A2F2C392DA657619475AD9B708B37948B14DC1DFA02CE9F1F40CE&E0011BE11B7080B3687E3F942ECCD3A59732EE5D4D3527F76B93E79C149588BB,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 39",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15068,,ACD2017
9.95E+17,793A393D105D62FE6AD2CF4D510B3A51151CD280D903BE788BDF14AE14E8B73C&C70C05CB4EB0CD3CECF86A8EF8F3E843F498F57B264CF6868A5ADC34BA121C81&1B332E8F8C1FCF155DC147EFB4D7D505BF2AF5E0FCEDE56019C693AA21BEF73B,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 40",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15069,,ACDLT2017
9.80E+18,8F91DA8F10D90D6A554C1EF30B627A1DB572AB4EEC347B01A4566FD1352DD416&81634F91F80D1651F42AC4FF031094C880F6D7B6DED0C7848CC1A3B3F28D31BC&762DAC9CAA5D02AA09C4A9C79A80457F67E6C93276689649B591CD98064B4F84,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 41",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15070,,ACD2017
1.27E+19,216073001A191BEB1520D903DC8A1E17E9B0A8D3E8B514BF0DC501AB0541AA36&405CD36DD62E8E867B46C09BC4AE07121852D21CAEE0E8F54187D053DBD31C02&7A2E9616D353255D458F8F849E2B6589DDA0CC8464F7CB15C1B2DAD66C4AF10D,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 42",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15071,,ACD2017
1.80E+19,4BFDE57E39FB88DB9F6943620B2F64C017CEEEF43849EBA77928BE2B9B32F3F3&245FB1CA0793E5493722B07AB54F7595F236788A5D0D640218BA8CBA9256978F&7D560FDA9D720B0732DD9FE4E821DC9BD01E1D9424023D4FA1F5BCA02BF1CEFF,Desktop,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 43",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15072,,ACD2018
1.01E+19,0F4CF1B895660EC964B88F92C816E89E66BA6958C170D10784F9BD283AE1A1B4&20FA04E5C8390E8BA43276DA406761CAF94699F5CEFC1141B382D441B6F369D7&12C5B3502F37D8A3BDB59D18965CD641EA247E41929A4663235198414FA7E6D0,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 44",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15073,,ACD2017
9.40E+18,A793467BC5B3DE4451DDE90B84918FFD4669771349EB2EECFAA45A8DC2C75BB6&5550A0E88FCEEC656BFFEA80E86DB871D5E7403FE8E83BD08588DC9FC0EECDA9&A6A0C31CD83E965ADDC793F79A201D9FECEB2BA949DF4CB22F04329D8FE4AEA5,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 45",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15074,,ACD2017
1.78E+19,424B52AB9A8FDC49B7E7D10D04C82A5BEBD8896BFF1339D0BB9D203B75C151DF&F6DA16B1D075CFC7AE80F436C2A1C51E6C26F9012E930D96F0CDE62AB28C411E&F1E522A89B940EA066F16A54E266DA0F2A671ABE89D85E53D05CE31E7886D01D,Slate,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 46",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15075,,ACD2018
1.38E+19,F7CA2B7F7821D25A488B5BAE7F6BDAC721061318C67D413AB8379551F1A52A1B&E8044F0617FC0D951A239D8429FD5D229BFA8571D389D0934035A0E4A8C04128&BB5905398A8C8717F6C751F3F9EAD65EAE93FBB3C6F5A754B0E0EB4885CB1B8B,Desktop,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 47",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15076,,ACDLT2018
1.22E+19,7E649D26561A7F4956906BBA7C542F59792528D7E3A44E4EA11BFEA3E50620B9&DCABA2881DD7AED1DDEAA0AB8796C6337D46B7B12CB5AFE77EA71C49EA6C3803&6C9FFF7C56D5851A741EA50346C6FCBB53D83673E80460D099A65BFC2597D244,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 48",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15077,,ACDLT2017
1.28E+19,4A83BE338031DAC3AE04C037D3C0A69BE528A684654C75924A43DCDB5BE53008&DD16B8DFED39E34FD22EB696D17DB7BE0D61EFFE0409DBF56BA70122D3EB007C&696F59AC8B4FA006A9FF5198DD79F2D47E73EC7DF5281C10367A312AC1627CE6,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 49",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15078,,ACD2017
1.59E+19,8BCAD1E07D24804B9840B13C2FD68FCE7270F4B9AF1AE9DA73157DCA23735639&1D3A051312B9585EA34810728F82930D83C1F4076166E6AB59BD8F8E4A50EC47&4837E9EF4306E5B270F157DCC5C754A6B4209A5DC319ACA57899A894A4819119,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,3GB,"1366x768 96,96 50",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15079,,ACDLT2017
1.84E+19,E0D12CEDFEA0E4AAF678DDBAB58CAB855BB88FC3DC764286BD5712B6B8497621&9D31A2E4E88C959AD4BD11A00EB72D383C8802373927409A6807FD0B7D41D8D1&BBDCF856938BA01B8FBD8871353A18683055507A5418620D5594C34B0973C978,Desktop,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB 2147483648,"1366x768 96,96 51",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15080,,ACDLT2018
1.33E+19,E04BE5681E5ABF3BD886CEC3D5B9DE76BCCCF8A2D4AAFB91F4A632044067EC59&A897F30036626E616EDFA44F4374707C7AD32A850F9AF2566EB832F81976BB46&E091EB3890459E5F02838C3ED23AD132C9A703E90043A4871F6B5BAB2BD5AE31,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,16GB,"1366x768 96,96 52",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15081,,ACD2017
3.20E+18,4CBD9AFD3539DA32218D094C9F9800E9926CEC875841D263163F89BF06B3A053&B02D057EE10EFDE2C4575E749E590A7A5C3EE8BC5F82D3B1C299DFC9FDAFD7B9&F8210DBA5A2EE382BB2484092C86F27402BAD17CE427A206FCCF8BAE390C7748,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,"1366x768 96,96 53",Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.15063  Build 15082,,ACD2017
5.65E+18,EAC7F001408ABCFFF20B8FA16EC13609E297008176CA051E0FC4AEBEE8CF2A31&156496728A4AFB1313BA7D1804AFC926D0881369B2C3DB0C7B32B26DAE93E269&F5BC2046022BE74AE73EC67CE040D66A5B96C1502E122886F728578C80316460,,Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz,8GB,1920x1080,Intel(R) HD Graphics 4600,Microsoft Windows 10 Home,10.0.10586  Build 10586,,ACD2017
6.02E+18,AFAD93A1337314543E9677DAF54F3CA61A39AA2CFE72C35CD886879529C01C21&E889EAB0191D1198538584DC1A4F1E584668942FE22F979E8FDE8BC3838E3F70&DDF6D469ADC9708B0DBA54A0F4408F504C8D0E9EC193210E423AB5A0E47BB127,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367680,"1366x768 96,96 32",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACDLT2017
1.28E+19,F723B73A814AD0EB42F5632637575FEA3EAC4523A55A1DCB1CD499AAA0741BF1&1AC86E95251F682DE290C5D46E8A9BAE9639C91B6F49E4627FFD9391ED189D0B&5A39BCA0B99556EDB71CDD20968307053B7F5E79EAB9A09043241ACF95453361,Slate,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367681,"1366x768 96,96 33",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2018
3.13E+18,7CAFC725E621E6FAAAAC26AD7A3891A252C23198CC6EE29D456ECABDC04DDF3E&B02D057EE10EFDE2C4575E749E590A7A5C3EE8BC5F82D3B1C299DFC9FDAFD7B9&C9DB5AD8FFA5436291EFFAF76C4BE534D837E7B8BEDEE2313CC3087AB7A43791,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367682,"1366x768 96,96 34",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
5.46E+18,B71F07F45805B77CF4F74BD040774711BECFC39F2C63293F2F45BCADF886F07F&AAA349AF997D13DE2C726061C11BAEB8519977AE4A2A55141AA73751BAE35E32&8B3F4DECF2CAACE56E67F9BFAF25A023ECB9A5E8172CDA8ED69C2EB7CAA18574,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367683,"1366x768 96,96 35",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
1.73E+19,697EC5D64A62A69888CA64B38AA3287A09643E518A2A4B268C556B9808369FA5&A33ED840D20F0C39C69156F453E19F280AA60643E181E66C668F4CC7682878DE&EAA7AA50C2381EB6AB395FAB85386A5792206312BB23C2D9C2A9F9BA1789454A,Slate,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367684,"1366x768 96,96 36",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2018
1.33E+19,36F74665982350161C6962B375F4FFE7BA532C7BE6DEF1DE110F5069CE4AC35B&12A3224027C58DF8014D1CDF8ADC6A7455AB8811425D9C62401A1B3E3A54A41A&276F46264A8FB6B6E4543991A4C4F6D929C922742D0B4F554ABDAA9BA0864BFC,Desktop,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367685,"1366x768 96,96 37",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2018
9.55E+18,9F2707D8B69FFAE6753388CEA327AD8F44F700FC094A00AF38DB6DA228E18661&E75722F179FA750DCFF6AE043F03B2467C6DDDC5A663A68DD751E1D58E4F4A6C&0AAEBAFD0D6A0B12F3555176611FDC237542FAA9BB15CFC98536BFA3FA2C9427,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367686,"1366x768 96,96 38",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
7.48E+18,A02282DEC94A2F2C392DA657619475AD9B708B37948B14DC1DFA02CE9F1F40CE&A918B6FC3B16C960C0EFEAEFC8224AFF96C68C7517D521AEF1D8CD7FF99F2D02&811972B49F05D64A34D593C41CD8530A72FCC44658EB5D5CD56AFE393E7458AF,Slate,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367687,"1366x768 96,96 39",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2018
7.47E+18,4F0575C42CC1685B45C195633AB953C9587285DB91DD496F049D8952B64E349C&C9C162A8CD088D0528DCA3BCB1A0ECFC9657DB16B1DD4172C8BA9DB7C7374B44&9CC17930406283B0ECCB97BFEBE6B0DEA7B04000CC6C5868FD2CFEAD1F890588,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367688,"1366x768 96,96 40",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
1.84E+19,A02282DEC94A2F2C392DA657619475AD9B708B37948B14DC1DFA02CE9F1F40CE&4B4A3FA654EB04647A6D7C5AA91A6E758B93D3FB3EEBAFCF8A875929D17E935B&318FCC191C8E18CCC1714232787A5EC7F17ACF22715AED7129748E4D4A53FC5C,Desktop,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367689,"1366x768 96,96 41",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2018
1.82E+19,A4FA221DF5DF1DA752ACFCF4AAB766B5713B05A24DD4927EF173AFE0B62FFF06&48CA8E67864CAB366002649551EBE128E9EAC005636553B62290EB8913720E4F&94E40AB6ADB06D416288994186D07575C7EE77F528B10CC5783C5AFCB227AE72,Slate,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367690,"1366x768 96,96 42",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2018
1.00E+19,370A8CD1B09B8B1BD19572126759604F159C27B84D3EB5FCF6125C8217AA6EAC&208F7C712E4686874071D083D441F3689462FCEC8CB88DE147FC42651668A28B&BDB5370A91907EE2660B23B078D127F9019CDDE745616507D1CFF47C0320FD11,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367691,"1366x768 96,96 43",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
6.91E+18,C5361F9137EF9A03D97FD1A3CEEEC928608B24DAB07BD237C1E5AC538BFE200F&C2B79AD61D5478CEDB0470A49CE4A9E04073818526D31E91EADD20DC539AC95F&C6F7A20E0F22D89935987C1B69EF499F291851A690585442C842D2509FCCBCFB,Slate,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367692,"1366x768 96,96 44",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACDLT2018
1.76E+19,50601A2CA19E3F858443240087B0AA3264A771A7EAA485CC7581A40EFC855CC2&3E2B9FBF2609333FBC79391C2546654ABE57E0524BD49052E3E312A5B754BEAA&4048BE9BE78A00FD5A2DC9CEAED4F1ED52F18F1A100063C54F73E0E088F6BABD,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367693,"1366x768 96,96 45",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
5.74E+18,A0CE0D13EB93DCD964B5D29968E2979E7366D4A235F1508620C7F5B74D908416&B02D057EE10EFDE2C4575E749E590A7A5C3EE8BC5F82D3B1C299DFC9FDAFD7B9&966B375248ADE74F3A05D06C69122F6A4D934148DE3E4985BF5B1FCCA757CD00,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367694,"1366x768 96,96 46",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
1.72E+19,55B4BD968DCB8C34FB88EB5F8C9540E13FA79E2A60F18F5ED5D5E1984A720E42&4FE0EF5B85B66590E5480D1B8B4D358ACE33EEB5DBBAFA5DCB45289BA106D731&F6F980D7DEC5EABAC75E92619D5EA9693C278FCA4FA355978AA17AED99C86897,Slate,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,8GB 1073741824,"1366x768 96,96 47",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2018
5.29E+18,A0A9A00BB247C6E2D54F7BBA05BC0EE15749C7E0651CB88C6FD41C926DAF038C&F766EFDA6A59845B462F205F4AB42845788A10905E94E700CD97481064267942&41D11DC181168184A1D10A4D6F895114F10CA559F1BD2252A7B83E3D348DE909,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,32GB,"1366x768 96,96 48",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACDLT2017
1.04E+19,A2D6D3AEB61B80FBFE7C9DF3F3C18CC2DA15C43D50612C0CA6E09522B0360F3C&14CF5E0AD6A146869FC7A3B2371330556C39F7BB26870DB4CFB6B592D2F63CA1&99A93508772CFBE4423A1663D99D869C5F1C8A65F45DE2BAD420EE35C0710612,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367694,"1366x768 96,96 49",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
1.56E+19,B41A712588E17034BBAE9EAB0E22BB9EE4BE3E33272032733ACF986FF2066A6B&3A908F49984FABC23EDF93A43C39AF6F92B3149CE483B9903DE46C7D47B68DC6&FE31E4D838011032DAE74B3F9B2AFBE7DC26B1B7A8D7361C319D03FD487B9296,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367695,"1366x768 96,96 50",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
1.67E+19,06CA814B5A494946A1D7BF3524FC2FBF119B303A79317D8297D5820F619F40EC&6278152D65062361F76B181BAC94A7AB148DD198FA5CB43803217559FE27AE95&05FE77A5DF6FBE7B42C176F38178F8713A6E3B4E774CDA0EDC250574462FF6CA,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367696,"1366x768 96,96 51",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
3.56E+18,6EC7A12571FEB0F7F1FD843BADE8053CEEB57FD3ADE1037C2DFC40D059AEE430&1A3A31065C89634C5CB8FC15A25AE3D6073CF41DBF0CE25CAA299BD259F50A34&A036F50C89D6CA734FC60FD552527B710C77F9BD600424D0F73459AEBF2A0346,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367697,"1366x768 96,96 52",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
1.74E+19,AA7120534774940A8F9FFE29D06C202134B72F058D5486C0913AF124CF034497&753B527BC331E22E89C8CB65BFA08BB2320FC86EF9897D5D67593BA033055CE2&BEF032856C0352AD614EBBFCA089575D953A6E782F111407A460CE94659DCAE9,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367698,"1366x768 96,96 53",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACDLT2017
1.82E+19,D3D45DCBAAD7212A941A499804D6EB48FAEBD8C584886B2579D85EBA6B62F86D&C8DCD5CA8E0BEC1DC05A45B79322F8355068190978F2786957D3F0FEFB8D6AC7&D6534ED39E50EEE4A636F07F919426D8486F3E14738DF47BC3440F77E6C538AE,Desktop,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367699,"1366x768 96,96 54",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2018
1.34E+19,186FAA4F64BD44CE6A5C0A05D71B220FF7CD0A3716F3610E2BE6FBA6BE81CBA2&A64D84C077130D694AD7BB5FCB5EFE034EE242F60A08E791A0F91DA24E8411A6&B91E0B57EA470E4978586ED17EBB9B5E338EA682F6AA827F86FF0CF74D6361AE,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,2GB 791367700,"1366x768 96,96 55",AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
