,device_hw_proc,device_hw_ram,device_hw_display,device_hw_video,device_os_name,device_os_version
174950,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i5-2450M CPU @ 2.50GHz,6GB 1073741824,"1366x768 96,96 32","NVIDIA GeForce GT 520M    , PCI\VEN_10DE&DEV_1050&SUBSYS_FC501179&REV_A1\4&F46B6F0&0&0008",Microsoft Windows 7 Home Basic ,6.1.7601 Service Pack 1 Build 7601
421247,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4720HQ CPU @ 2.60GHz,12GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0416&SUBSYS_397817AA&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
273603,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,8GB,1920x1080,NVIDIA GeForce GTX 750 Ti,Microsoft Windows 7 Ultimate K ,6.1.7601 Service Pack 1 Build 7601
588560,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,16GB,2560x1440,NVIDIA Quadro K620,Microsoft Windows 10 Pro,10.0.14393  Build 14393
660653,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GTX 1050,Microsoft Windows 10 Pro,10.0.14393  Build 14393
495396,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,8GB 1073741824,"1600x900 96,96 32, 1600x900 96,96 32","NVIDIA GeForce GT 705, PCI\VEN_10DE&DEV_104C&SUBSYS_214A174B&REV_A1\4&2778F356&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
446599,Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,16GB,1920x1080,NVIDIA Quadro K2000D,Microsoft Windows 7 Enterprise K ,6.1.7601 Service Pack 1 Build 7601
42244,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4GB,1366x768,Intel(R) HD Graphics Family,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
29318,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_100C1025&REV_07\3&11583659&0&10",Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
412676,Intel(R) Xeon(R) CPU E3-1240 v5 @ 3.50GHz,16GB,1920x1200,NVIDIA Quadro K1200,Microsoft Windows 10 Pro,10.0.15063  Build 15063
605027,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,8GB 1073741824,"1920x1080 120,120 32, 1920x1080 120,120 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_06DC1028&REV_07\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
527376,Intel(R) Xeon(R) CPU           W3503  @ 2.40GHz,12GB,1920x1080,NVIDIA Quadro FX 580,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
763766,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,16GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 620, PCI\VEN_10DE&DEV_0F01&SUBSYS_250B1682&REV_A1\4&10E3F77C&0&0008",Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
692032,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GTX 1050 Ti,Microsoft Windows 10 Pro,10.0.15063  Build 15063
217968,Intel(R) Core(TM) i3-5005U CPU @ 2.00GHz,4GB,1366x768,Intel(R) HD Graphics 5500,Microsoft Windows 10 Home Single Language,10.0.10586  Build 10586
720605,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,4GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 Home,10.0.16299  Build 16299
726523,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,4GB 1073741824,"1600x900 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_06F71028&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
777726,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB,1366x768,Intel(R) HD Graphics 530,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
200983,Intel(R) Core(TM) i5 CPU         760  @ 2.80GHz,8GB,1920x1080,NVIDIA Quadro NVS 295,Microsoft Windows 7 Профессиональная ,6.1.7601 Service Pack 1 Build 7601
194,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz,16GB 1073741824,"1600x1200 96,96 32, 1600x1200 96,96 32","ATI FirePro V5800 (FireGL V), PCI\VEN_1002&DEV_68A9&SUBSYS_23061002&REV_00\4&267AA7E5&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
301902,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,8GB,1920x1080,Microsoft Basic Display Adapter,Microsoft Windows 10 Pro,10.0.10240  Build 10240
664966,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,8GB,1920x1080,Intel(R) HD Graphics 520,Microsoft Windows 10 Pro,10.0.14393  Build 14393
448984,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Pentium(R) CPU G630 @ 2.70GHz,5GB 2210398208,"1280x1024 96,96 32","Intel(R) HD Graphics, PCI\VEN_8086&DEV_0102&SUBSYS_844D1043&REV_09\3&11583659&0&10",Microsoft Windows 7 Максимальная ,6.1.7601 Service Pack 1 Build 7601
712438,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,8GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GTX 1050 Ti, PCI\VEN_10DE&DEV_1C82&SUBSYS_8C961462&REV_A1\4&1F04D7FA&0&0008",Microsoft Windows 10 Home,10.0.10586  Build 10586
760167,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,16GB 2147483648,"1920x1080 120,120 32","NVIDIA GeForce 930M   , PCI\VEN_10DE&DEV_1346&SUBSYS_001D1179&REV_A2\4&28934DD7&0&00E8",Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
590514,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,8GB,1280x1024,NVIDIA GeForce 8400GS,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
243293,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Xeon(R) CPU E3-1245 v6 @ 3.70GHz,16GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics P630, PCI\VEN_8086&DEV_591D&SUBSYS_802E103C&REV_04\3&11583659&1&10, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.14393  Build 14393
405959,Intel64 Family 6 Model 45 Stepping 7 Intel(R) Xeon(R) CPU E5-1603 0 @ 2.80GHz,8GB 1073741824,"1920x1080 96,96 32","NVIDIA Quadro K600 , PCI\VEN_10DE&DEV_0FFA&SUBSYS_094B103C&REV_A1\4&16C9E9F9&0&0010",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
524149,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,8GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0412&SUBSYS_605717AA&REV_06\3&11583659&2&10",Microsoft Windows 10 Pro,10.0.14393  Build 14393
559527,Intel(R) Core(TM) i5-4670 CPU @ 3.40GHz,8GB,1600x900,AMD Radeon(TM) HD 8490,Microsoft Windows 10 Pro,10.0.15063  Build 15063
33934,Intel(R) Core(TM) i3-6006U CPU @ 2.00GHz,8GB,1920x1080,Intel(R) HD Graphics 520,Microsoft Windows 10 Pro,10.0.14393  Build 14393
317713,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8GB 1073741824,"1680x1050 96,96 32","Intel(R) HD Graphics 510, PCI\VEN_8086&DEV_1902&SUBSYS_19021849&REV_06\3&11583659&0&10",Майкрософт Windows 10 Pro,10.0.15063  Build 15063
332948,AMD Athlon(tm) X4 760K Quad Core Processor     ,4GB,1920x1080,AMD Radeon R7 200 Series,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
753628,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB,1920x1080,Intel(R) HD Graphics 520,Microsoft Windows 7 Enterprise K ,6.1.7601 Service Pack 1 Build 7601
423698,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 630, PCI\VEN_10DE&DEV_0FC2&SUBSYS_0936103C&REV_A1\4&509F623&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
377443,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,16GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Home,10.0.10586  Build 10586
711106,"Intel64 Family 6 Model 15 Stepping 11 Intel(R) Xeon(R) CPU            5160  @ 3.00GHz, Intel64 Family 6 Model 15 Stepping 11 Intel(R) Xeon(R) CPU            5160  @ 3.00GHz",16GB 536870912,"1360x768 96,96 32","NVIDIA Quadro FX 1700, PCI\VEN_10DE&DEV_040F&SUBSYS_049A10DE&REV_A1\4&CFF77C&0&0020",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
495702,Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz,8GB,1366x768,Intel(R) HD Graphics 4000,Microsoft Windows 10 Home Single Language,10.0.10586  Build 10586
393409,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,16GB,3440x1440,NVIDIA GeForce GTX 1070,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
264363,Intel(R) Core(TM) i7-2760QM CPU @ 2.40GHz,8GB,1920x1200,AMD Radeon HD 6700M Series,Microsoft Windows 10 Enterprise,10.0.10586  Build 10586
669419,AMD Athlon(tm) II P340 Dual-Core Processor,4GB,1366x768,ATI Mobility Radeon HD 5400 Series,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
267005,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,16GB 1073741824,"1920x1200 96,96 32","NVIDIA Quadro K420, PCI\VEN_10DE&DEV_0FF3&SUBSYS_110610DE&REV_A1\4&3834D97&0&0008",Microsoft Windows 10 Pro,10.0.10586  Build 10586
151523,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,16GB,1920x1080,NVIDIA GeForce GTX 950M,Microsoft Windows 10 Home,10.0.15063  Build 15063
407053,Intel(R) Core(TM) i7-5500U CPU @ 2.40GHz,8GB,1920x1080,Intel(R) HD Graphics 5500,Microsoft Windows 10 Home,10.0.14393  Build 14393
651742,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,4GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_8100103C&REV_07\3&11583659&2&10",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
251960,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB 2147483648,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA Quadro K620 , PCI\VEN_10DE&DEV_13BB&SUBSYS_1098103C&REV_A2\4&787313E&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
718085,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_591B&SUBSYS_15E01043&REV_04\3&11583659&1&10",Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
24906,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,16GB,1920x1080,NVIDIA Quadro M2000M  ,Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
387149,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz,4GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 630, PCI\VEN_10DE&DEV_0FC2&SUBSYS_0936103C&REV_A1\4&16640213&0&0008",Microsoft Windows 7 Professional K ,6.1.7601 Service Pack 1 Build 7601
739416,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3320M CPU @ 2.60GHz,4GB 2150715392,"1366x768 96,96 32","Intel(R) HD Graphics 4000, PCI\VEN_8086&DEV_0166&SUBSYS_00011179&REV_09\3&11583659&0&10",Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
331775,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_80451854&REV_06\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 10 Enterprise,10.0.15063  Build 15063
625321,Intel(R) Core(TM) i5-4460  CPU @ 3.20GHz,8GB,1440x900,Intel(R) HD Graphics 4600,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
455561,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA Quadro K2200,Microsoft Windows 8.1,6.3.9600  Build 9600
341010,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,16GB 4293918720,"1920x1080 120,120 32","NVIDIA Quadro M3000M, PCI\VEN_10DE&DEV_13FA&SUBSYS_80D6103C&REV_A1\4&1D0D1F4A&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
106601,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Xeon(R) CPU E3-1241 v3 @ 3.50GHz,8GB 1073741824,"1680x1050 96,96 32","NVIDIA Quadro K600, PCI\VEN_10DE&DEV_0FFA&SUBSYS_094B10DE&REV_A1\4&2412C6A&0&0008",Microsoft Windows 7 Professionnel ,6.1.7601 Service Pack 1 Build 7601
635070,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Pentium(R) CPU 2020M @ 2.40GHz,4GB 2129053696,"1366x768 96,96 32","Intel(R) HD Graphics, PCI\VEN_8086&DEV_0156&SUBSYS_397717AA&REV_09\3&11583659&0&10",Майкрософт Windows 10 Корпоративная 2016 с долгосрочным обслуживанием,10.0.14393  Build 14393
336732,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,8GB,1920x1080,Intel(R) HD Graphics 520,Microsoft Windows 10 Pro,10.0.15063  Build 15063
250597,Intel(R) Core(TM) i3-4030U CPU @ 1.90GHz,4GB,1366x768,Intel(R) HD Graphics Family,Microsoft Windows 10 Pro,10.0.15063  Build 15063
541106,AMD64 Family 22 Model 48 Stepping 1 AMD A4-7210 APU with AMD Radeon R3 Graphics    ,3GB 536870912,"1600x900 96,96 32","AMD Radeon(TM) R3 Graphics, PCI\VEN_1002&DEV_9850&SUBSYS_8245103C&REV_45\3&11583659&1&08",Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
423760,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,4GB 2147483648,"1366x768 96,96 32","NVIDIA GeForce GTX 1050, PCI\VEN_10DE&DEV_1C81&SUBSYS_11C010DE&REV_A1\4&110F4A7C&0&0008",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
294480,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GT 730,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
811754,Intel(R) Core(TM) i3-4005U CPU @ 1.70GHz,4GB,1920x1080,Intel(R) HD Graphics Family,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
426402,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,4GB,1280x1024,AMD FirePro V3900,Microsoft Windows 7 專業版 ,6.1.7601 Service Pack 1 Build 7601
588814,Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,32GB,1920x1200,NVIDIA Quadro K2200,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
228893,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,32GB 4293918720,"1920x1080 120,120 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 1060, PCI\VEN_10DE&DEV_1C20&SUBSYS_11AD1462&REV_A1\4&15888098&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Home,10.0.15063  Build 15063
731808,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,8GB 1073741824,"1366x768 Touch 96,96 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_001C1179&REV_07\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.14393  Build 14393
56778,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4710HQ CPU @ 2.50GHz,8GB 2181038080,"1920x1080 96,96 32, 1280x1024 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0416&SUBSYS_F9351179&REV_06\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
311622,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,8GB 1073741824,"1280x1024 96,96 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_5912&SUBSYS_07A31028&REV_04\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.16299  Build 16299
622031,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,8GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_D0001458&REV_06\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
133008,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GT 730,Microsoft Windows 10 Pro,10.0.16299  Build 16299
581821,Intel(R) Core(TM) i7-2630QM CPU @ 2.00GHz,4GB,1600x900,NVIDIA NVS 4200M,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
391549,Intel64 Family 6 Model 70 Stepping 1 Intel(R) Core(TM) i7-4980HQ CPU @ 2.80GHz,16GB 2147483648,"2880x1800 192,192 32, 3840x2160 144,144 32","NVIDIA GeForce GT 750M, PCI\VEN_10DE&DEV_0FE9&SUBSYS_0130106B&REV_A1\4&169D0F71&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.16299  Build 16299
95361,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz,4GB 1882972160,"1366x768 96,96 32","Intel(R) HD Graphics 4000, PCI\VEN_8086&DEV_0166&SUBSYS_17F4103C&REV_09\3&B1BFB68&0&10",Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
441281,Intel(R) Core(TM) i5-3337U CPU @ 1.80GHz,4GB,1366x768,Intel(R) HD Graphics 4000,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
597022,Intel(R) Core(TM) i5 CPU         650  @ 3.20GHz,2GB,1920x1080,ATI Radeon HD 4600 Series,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
138099,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,16GB 4293918720,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_85991043&REV_A1\4&3A17EC8B&0&0008, \\.\DISPLAY8",Microsoft Windows 10 Pro,10.0.16299  Build 16299
70465,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,8GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_8054103C&REV_06\3&11583659&0&10",Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
606551,Intel(R) Core(TM) i3-4150 CPU @ 3.50GHz,4GB,1920x1080,NVIDIA GeForce 210 ,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
516554,AMD A6-6310 APU with AMD Radeon R4 Graphics    ,3GB,1366x768,AMD Radeon(TM) R4 Graphics,Microsoft Windows 10 Enterprise,10.0.15063  Build 15063
648200,AMD64 Family 23 Model 1 Stepping 1 AMD Ryzen 7 1800X Eight-Core Processor         ,16GB 4293918720,"1920x1080 96,96 32","NVIDIA Quadro K1200, PCI\VEN_10DE&DEV_13BC&SUBSYS_1140103C&REV_A2\4&1C3D25BB&0&0019",Microsoft Windows 10 Pro,10.0.15063  Build 15063
353942,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3437U CPU @ 1.90GHz,8GB 2214592512,"1366x768 96,96 32","Intel(R) HD Graphics 4000, PCI\VEN_8086&DEV_0166&SUBSYS_18DF103C&REV_09\3&E89B380&0&10",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
346802,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,8GB 1073741824,"1600x900 96,96 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_8234103C&REV_02\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.14393  Build 14393
317344,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,8GB,1366x768,Intel(R) HD Graphics 520,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
333775,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB 4293918720,"1920x1080 96,96 32","Radeon RX 580 Series, PCI\VEN_1002&DEV_67DF&SUBSYS_34191462&REV_E7\4&ADF0AC9&0&0008",Microsoft Windows 10 Home,10.0.14393  Build 14393
445544,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_06B71028&REV_06\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 7 专业版 ,6.1.7601 Service Pack 1 Build 7601
158836,Intel(R) Core(TM) i5 CPU         760  @ 2.80GHz,3GB,1920x1080,NVIDIA GeForce GT 430,Microsoft Windows 7 Максимальная ,6.1.7601 Service Pack 1 Build 7601
512037,Intel(R) Core(TM) i7-4810MQ CPU @ 2.80GHz,32GB,1680x1050,NVIDIA Quadro K3100M   ,Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
306708,Intel64 Family 6 Model 69 Stepping 1 Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics Family, PCI\VEN_8086&DEV_0A16&SUBSYS_192D1043&REV_0B\3&11583659&1&10",Microsoft Windows 10 企业版,10.0.10240  Build 10240
132944,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GTX 750,Microsoft Windows 10 Home,10.0.15063  Build 15063
651613,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,16GB,1680x1050,Intel(R) HD Graphics 520,Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
326282,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,16GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 Home,10.0.15063  Build 15063
372509,Intel(R) Core(TM) i7-5820K CPU @ 3.30GHz,16GB,1920x1200,NVIDIA GeForce GTX 970,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
137882,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,20GB 1073741824,"1920x1080 Touch 144,144 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_223317AA&REV_07\3&21436425&0&10",Microsoft Windows 10 Pro,10.0.10586  Build 10586
506708,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz,4GB 2147483648,"1366x768 96,96 32","NVIDIA GeForce GT 630, PCI\VEN_10DE&DEV_0F00&SUBSYS_35441458&REV_A1\4&28999FE6&0&0008",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
236626,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3570 CPU @ 3.40GHz,4GB 1073741824,"1920x1080 96,96 32","AMD Radeon HD 7470, PCI\VEN_1002&DEV_6778&SUBSYS_21201028&REV_00\4&2642AC5E&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
315635,AMD FX(tm)-8300 Eight-Core Processor           ,8GB,1920x1080,NVIDIA GeForce GTX 750,Microsoft Windows 10 Pro,10.0.15063  Build 15063
116099,"AMD A9-9410 RADEON R5, 5 COMPUTE CORES 2C+3G   ",6GB,1366x768,AMD Radeon(TM) R5 Graphics,Майкрософт Windows 10 Домашняя для одного языка,10.0.14393  Build 14393
690120,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_06F31028&REV_07\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
471054,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,16GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 Home,10.0.16299  Build 16299
418107,Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,32GB,1366x768,Adaptador de pantalla básico de Microsoft,Microsoft Windows 10 Pro,10.0.14393  Build 14393
393138,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,8GB,1024x768,NVIDIA Quadro K600,Microsoft Windows 10 Pro,10.0.14393  Build 14393
236561,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,4GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Pro,10.0.14393  Build 14393
8335,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,8GB,1920x1080,NVIDIA GeForce GTX 1050 Ti,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
